user;dt;sale
1540;15.11.2023;4867
1540;16.11.2023;4701
1540;17.11.2023;1622
1540;19.11.2023;3101
1540;22.11.2023;1418
1540;24.11.2023;1578
1540;26.11.2023;3415
1540;29.11.2023;1377
1540;04.12.2023;4987
1540;05.12.2023;4899
1540;06.12.2023;1683
1540;09.12.2023;2833
1540;12.12.2023;1123
1540;13.12.2023;1319
1540;14.12.2023;5425
1540;15.12.2023;4830
1540;18.12.2023;918
1540;22.12.2023;4007
1540;23.12.2023;2430
1540;26.12.2023;3051
1540;01.01.2024;2288
1540;04.01.2024;5432
1540;07.01.2024;5873
1540;11.01.2024;2499
1540;13.01.2024;2441
1540;17.01.2024;2595
1540;19.01.2024;4259
1540;26.01.2024;4535
1540;28.01.2024;1734
1540;31.01.2024;944
1540;10.02.2024;4002
1540;16.02.2024;2917
1540;25.03.2024;5299
1540;24.08.2024;1393
1540;30.08.2024;1962
1540;17.09.2024;2665
1540;12.10.2024;2549
1541;29.09.2023;4049
1541;01.10.2023;5120
1541;02.10.2023;804
1541;04.10.2023;5372
1541;05.10.2023;4641
1541;06.10.2023;2476
1541;07.10.2023;1890
1541;16.10.2023;3416
1541;17.10.2023;5341
1541;22.10.2023;3749
1541;24.10.2023;1161
1541;25.10.2023;5311
1541;19.11.2023;1235
1541;23.11.2023;2021
1541;26.11.2023;1004
1541;16.12.2023;2385
1541;26.12.2023;1930
1541;07.03.2024;4127
1541;28.03.2024;3043
1542;28.01.2024;5969
1542;30.01.2024;859
1542;31.01.2024;2327
1542;01.02.2024;5744
1542;03.02.2024;2115
1542;06.02.2024;5845
1542;07.02.2024;3096
1542;08.02.2024;2540
1542;10.02.2024;5958
1542;12.02.2024;502
1542;18.02.2024;4305
1542;19.02.2024;5981
1542;20.02.2024;4126
1542;21.02.2024;752
1542;22.02.2024;5454
1542;23.02.2024;5619
1542;24.02.2024;1140
1542;26.02.2024;1425
1542;27.02.2024;1482
1542;28.02.2024;4509
1542;29.02.2024;4284
1542;03.03.2024;5335
1542;09.03.2024;4215
1542;12.03.2024;5204
1542;18.03.2024;1337
1542;20.03.2024;3527
1542;24.03.2024;2581
1542;25.03.2024;1964
1542;26.03.2024;3039
1542;01.04.2024;2074
1542;07.04.2024;2850
1542;24.04.2024;2171
1542;07.05.2024;2114
1542;11.05.2024;3285
1542;18.05.2024;585
1542;27.05.2024;4454
1542;11.06.2024;1459
1542;15.06.2024;2671
1542;16.06.2024;3603
1542;27.06.2024;4580
1542;30.10.2024;1163
1542;23.11.2024;2318
1543;05.03.2023;5314
1543;06.03.2023;632
1543;07.03.2023;2106
1543;08.03.2023;5551
1543;09.03.2023;4611
1543;10.03.2023;3185
1543;12.03.2023;3806
1543;13.03.2023;1229
1543;14.03.2023;713
1543;15.03.2023;4452
1543;19.03.2023;1639
1543;21.03.2023;3784
1543;22.03.2023;1801
1543;24.03.2023;4261
1543;27.03.2023;2839
1543;05.04.2023;4533
1543;07.04.2023;2854
1543;08.04.2023;979
1543;13.04.2023;561
1543;22.04.2023;2061
1543;27.04.2023;5850
1543;29.04.2023;2869
1543;02.05.2023;2500
1543;03.05.2023;2539
1543;15.05.2023;4518
1543;16.05.2023;5511
1543;21.05.2023;3385
1543;23.05.2023;3830
1543;26.05.2023;847
1543;28.05.2023;3443
1543;11.06.2023;4332
1543;27.06.2023;1407
1543;30.06.2023;2403
1543;14.07.2023;5402
1543;25.07.2023;5492
1543;28.08.2023;3971
1543;03.09.2023;1598
1543;09.10.2023;2414
1543;12.12.2023;904
1544;30.09.2023;5235
1544;07.10.2023;4511
1544;09.10.2023;3443
1544;15.10.2023;4105
1544;30.10.2023;5485
1544;07.12.2023;4757
1545;04.02.2024;937
1545;07.02.2024;4214
1545;09.02.2024;663
1545;11.02.2024;5634
1545;12.02.2024;5392
1545;16.02.2024;4300
1545;24.02.2024;5307
1545;25.02.2024;4865
1545;28.02.2024;731
1545;29.02.2024;4341
1545;02.03.2024;1497
1545;16.03.2024;840
1545;20.03.2024;1682
1545;22.03.2024;2262
1545;31.03.2024;2589
1545;03.04.2024;4729
1545;07.04.2024;4051
1545;13.04.2024;1173
1545;22.05.2024;4148
1545;11.09.2024;745
1546;08.02.2024;5465
1546;09.02.2024;4117
1546;10.02.2024;3377
1546;11.02.2024;4641
1546;12.02.2024;833
1546;13.02.2024;4919
1546;14.02.2024;2216
1546;19.02.2024;4570
1546;20.02.2024;3430
1546;22.02.2024;1548
1546;29.02.2024;4455
1546;18.03.2024;5117
1546;21.03.2024;5050
1546;25.03.2024;2048
1546;28.03.2024;2261
1546;03.04.2024;5260
1546;09.04.2024;5735
1546;12.04.2024;2159
1546;14.04.2024;5249
1546;26.04.2024;5989
1546;07.05.2024;5756
1546;29.05.2024;4297
1546;22.08.2024;3749
1546;31.08.2024;881
1546;22.09.2024;2787
1546;07.01.2025;2522
1547;29.04.2024;3714
1547;01.05.2024;667
1547;02.05.2024;5744
1547;03.05.2024;5797
1547;04.05.2024;3630
1547;06.05.2024;2002
1547;08.05.2024;3997
1547;11.05.2024;812
1547;12.05.2024;3451
1547;13.05.2024;5705
1547;14.05.2024;2473
1547;15.05.2024;2127
1547;16.05.2024;3210
1547;18.05.2024;4455
1547;19.05.2024;4046
1547;20.05.2024;3504
1547;23.05.2024;4860
1547;25.05.2024;5613
1547;30.05.2024;1894
1547;05.06.2024;2964
1547;09.06.2024;3233
1547;12.06.2024;2025
1547;13.06.2024;1745
1547;17.06.2024;1275
1547;19.06.2024;5688
1547;20.06.2024;1927
1547;26.06.2024;3035
1547;28.06.2024;5182
1547;02.07.2024;1208
1547;03.07.2024;5861
1547;06.07.2024;5023
1547;12.07.2024;2416
1547;14.07.2024;5724
1547;16.07.2024;5567
1547;18.07.2024;3699
1547;19.08.2024;877
1547;27.08.2024;5856
1547;16.09.2024;4231
1547;24.09.2024;2146
1547;02.10.2024;3629
1547;03.10.2024;4575
1547;13.11.2024;4492
1547;19.12.2024;4263
1547;15.01.2025;4709
1547;05.03.2025;2536
1548;08.01.2024;5056
1548;09.01.2024;5461
1548;12.01.2024;3612
1548;16.01.2024;5855
1548;17.01.2024;1821
1548;27.01.2024;691
1548;30.01.2024;2637
1548;08.02.2024;2236
1548;11.02.2024;5517
1548;19.02.2024;1324
1548;07.03.2024;1852
1548;08.03.2024;3502
1548;10.03.2024;3111
1548;17.03.2024;1843
1548;22.03.2024;2099
1548;26.03.2024;1148
1548;19.04.2024;2957
1548;21.04.2024;3375
1548;12.09.2024;2205
1549;08.05.2024;4041
1549;09.05.2024;5187
1549;10.05.2024;3823
1549;11.05.2024;3940
1549;12.05.2024;1399
1549;13.05.2024;5718
1549;17.05.2024;3377
1549;18.05.2024;1437
1549;20.05.2024;2414
1549;24.05.2024;2631
1549;29.05.2024;1376
1549;31.05.2024;1598
1549;05.06.2024;1700
1549;06.06.2024;611
1549;07.06.2024;3848
1549;09.06.2024;3523
1549;12.06.2024;5955
1549;17.06.2024;713
1549;20.06.2024;5383
1549;26.06.2024;5959
1549;28.06.2024;5214
1549;30.06.2024;3038
1549;19.07.2024;1111
1549;30.07.2024;3624
1549;01.08.2024;4776
1549;23.08.2024;2095
1549;31.08.2024;4722
1549;01.10.2024;2008
1549;12.10.2024;2389
1549;26.10.2024;801
1549;01.11.2024;3817
1549;13.11.2024;4931
1550;02.12.2023;2125
1550;04.12.2023;2743
1550;05.12.2023;3796
1550;06.12.2023;720
1550;07.12.2023;3812
1550;10.12.2023;1767
1550;12.12.2023;3550
1550;14.12.2023;5603
1550;15.12.2023;4314
1550;17.12.2023;2139
1550;29.12.2023;2181
1550;02.01.2024;4846
1550;03.01.2024;2114
1550;12.01.2024;3986
1550;13.01.2024;5463
1550;16.01.2024;2161
1550;22.01.2024;4692
1550;23.01.2024;1976
1550;29.01.2024;1788
1550;30.01.2024;3108
1550;01.02.2024;5636
1550;02.02.2024;2615
1550;16.02.2024;5554
1550;04.03.2024;4086
1550;12.03.2024;3020
1550;15.03.2024;712
1550;23.03.2024;5884
1550;02.04.2024;5939
1550;04.04.2024;2647
1550;20.04.2024;1181
1550;28.04.2024;5931
1550;04.05.2024;5860
1550;09.05.2024;1175
1550;07.06.2024;3074
1550;26.07.2024;5854
1550;01.08.2024;1319
1551;18.03.2024;3874
1551;23.03.2024;2117
1551;03.05.2024;2948
1551;17.05.2024;3072
1552;03.05.2024;2070
1552;04.05.2024;1378
1552;05.05.2024;4837
1552;08.05.2024;5663
1552;09.05.2024;3784
1552;10.05.2024;1246
1552;16.05.2024;4001
1552;22.05.2024;3623
1552;27.05.2024;3048
1552;04.06.2024;5480
1552;06.06.2024;5417
1552;10.06.2024;3448
1552;22.06.2024;934
1552;03.07.2024;5901
1552;10.07.2024;5734
1552;23.07.2024;3876
1552;01.08.2024;5468
1552;04.08.2024;2260
1552;13.08.2024;1469
1552;19.08.2024;2638
1552;16.09.2024;4435
1552;27.09.2024;553
1552;07.10.2024;5333
1552;24.11.2024;2981
1553;22.12.2023;1722
1553;24.12.2023;5262
1553;27.12.2023;4151
1553;01.01.2024;4064
1553;02.01.2024;515
1553;03.01.2024;5151
1553;04.01.2024;1996
1553;05.01.2024;1575
1553;11.01.2024;3977
1553;13.01.2024;2627
1553;22.01.2024;2561
1553;26.01.2024;1196
1553;30.01.2024;773
1553;01.02.2024;3301
1553;06.02.2024;2605
1553;15.03.2024;3857
1553;13.04.2024;4964
1553;18.04.2024;2914
1553;06.05.2024;1975
1554;02.06.2023;3412
1554;05.06.2023;4026
1554;09.06.2023;2724
1554;10.06.2023;1529
1554;11.06.2023;5199
1554;12.06.2023;1691
1554;14.06.2023;1824
1554;27.06.2023;3203
1554;02.07.2023;4516
1554;06.07.2023;5836
1554;17.07.2023;2127
1554;22.07.2023;5362
1554;23.07.2023;3539
1554;01.08.2023;1254
1554;13.08.2023;2079
1554;30.10.2023;5941
1554;04.11.2023;3844
1554;11.11.2023;1578
1554;28.11.2023;1801
1554;29.01.2024;1366
1555;24.10.2023;5210
1555;25.10.2023;858
1555;27.10.2023;2639
1555;28.10.2023;2889
1555;30.10.2023;856
1555;31.10.2023;5349
1555;02.11.2023;2923
1555;11.11.2023;4466
1555;13.11.2023;4303
1555;19.11.2023;1902
1555;22.11.2023;1644
1555;04.12.2023;4937
1555;09.12.2023;1868
1555;10.12.2023;4145
1555;12.12.2023;2656
1555;13.12.2023;2849
1555;19.12.2023;1995
1555;28.12.2023;3254
1555;01.01.2024;5364
1555;20.01.2024;3075
1555;21.01.2024;1874
1555;22.01.2024;4490
1555;16.02.2024;4763
1555;18.02.2024;2858
1555;21.02.2024;5389
1555;06.03.2024;4591
1555;07.03.2024;2560
1555;08.03.2024;1954
1555;12.03.2024;906
1555;08.05.2024;3723
1556;10.03.2023;3852
1556;11.03.2023;3878
1556;13.03.2023;3805
1556;14.03.2023;716
1556;16.03.2023;2152
1556;17.03.2023;567
1556;20.03.2023;965
1556;21.03.2023;3876
1556;22.03.2023;4347
1556;23.03.2023;1306
1556;28.03.2023;4075
1556;29.03.2023;3825
1556;30.03.2023;2279
1556;04.04.2023;927
1556;09.04.2023;5068
1556;22.04.2023;1940
1556;30.04.2023;3116
1556;02.05.2023;2867
1556;05.05.2023;3586
1556;06.05.2023;3642
1556;19.05.2023;5161
1556;26.05.2023;2935
1556;27.05.2023;1088
1556;04.06.2023;3572
1556;14.06.2023;1013
1556;23.06.2023;2794
1556;28.06.2023;2713
1556;05.07.2023;991
1556;12.07.2023;2982
1556;05.08.2023;1416
1556;11.09.2023;1824
1556;09.10.2023;2384
1556;10.10.2023;3449
1556;24.10.2023;4920
1557;01.12.2023;1901
1557;05.12.2023;4893
1557;08.12.2023;4906
1557;16.12.2023;2140
1557;08.01.2024;4003
1557;29.01.2024;2874
1557;25.07.2024;1454
1558;27.12.2023;2116
1558;29.12.2023;1767
1558;02.01.2024;2090
1558;05.01.2024;1168
1558;25.02.2024;2916
1558;04.04.2024;1484
1559;28.12.2023;3903
1559;01.01.2024;3885
1559;24.02.2024;4519
1559;17.05.2024;1046
1560;21.04.2023;4759
1560;22.04.2023;2882
1560;23.04.2023;3558
1560;25.04.2023;4632
1560;28.04.2023;2839
1560;30.04.2023;529
1560;02.05.2023;2008
1560;03.05.2023;2674
1560;05.05.2023;792
1560;07.05.2023;3642
1560;08.05.2023;2153
1560;10.05.2023;2644
1560;14.05.2023;955
1560;16.05.2023;5255
1560;18.05.2023;1323
1560;24.05.2023;2658
1560;02.06.2023;3939
1560;11.06.2023;4293
1560;21.06.2023;3450
1560;26.06.2023;4741
1560;03.07.2023;591
1560;14.07.2023;1610
1560;15.07.2023;3436
1560;23.07.2023;1970
1560;01.08.2023;2508
1560;09.08.2023;1349
1560;13.08.2023;5149
1560;19.08.2023;3170
1560;13.09.2023;3446
1560;26.09.2023;3088
1560;06.10.2023;2702
1560;11.10.2023;3009
1560;18.10.2023;4444
1561;11.04.2024;2136
1561;12.04.2024;958
1561;13.04.2024;2377
1561;14.04.2024;2584
1561;15.04.2024;5540
1561;17.04.2024;2650
1561;19.04.2024;5758
1561;20.04.2024;1844
1561;21.04.2024;1239
1561;22.04.2024;2787
1561;23.04.2024;3230
1561;24.04.2024;4233
1561;26.04.2024;3795
1561;27.04.2024;3612
1561;28.04.2024;2976
1561;29.04.2024;1468
1561;04.05.2024;4517
1561;06.05.2024;2312
1561;09.05.2024;5067
1561;10.05.2024;3355
1561;12.05.2024;877
1561;16.05.2024;2493
1561;18.05.2024;3672
1561;30.05.2024;2626
1561;31.05.2024;2352
1561;01.06.2024;4399
1561;05.06.2024;2816
1561;11.06.2024;4669
1561;12.06.2024;4563
1561;13.06.2024;3845
1561;14.06.2024;3596
1561;15.06.2024;3418
1561;22.06.2024;5793
1561;27.06.2024;2553
1561;29.06.2024;4646
1561;01.07.2024;1761
1561;11.07.2024;3747
1561;17.07.2024;726
1561;19.07.2024;1511
1561;23.07.2024;3351
1561;25.07.2024;2604
1561;30.07.2024;579
1561;02.08.2024;5998
1561;03.08.2024;1620
1561;09.08.2024;3929
1561;21.08.2024;3771
1561;15.09.2024;1699
1561;14.10.2024;4418
1561;10.01.2025;935
1562;02.02.2024;2122
1562;07.02.2024;3976
1562;08.02.2024;5035
1562;11.02.2024;2220
1562;14.02.2024;4814
1562;15.02.2024;2863
1562;01.03.2024;5220
1562;03.03.2024;3056
1562;01.04.2024;4095
1562;05.04.2024;507
1562;17.04.2024;4178
1562;26.04.2024;1797
1563;26.08.2023;1729
1563;07.09.2023;3144
1563;20.09.2023;5017
1563;23.09.2023;588
1563;02.10.2023;3612
1563;29.10.2023;4319
1563;05.11.2023;2552
1563;07.11.2023;981
1563;26.11.2023;1927
1563;02.12.2023;3039
1563;24.12.2023;5711
1564;27.10.2023;1307
1564;28.10.2023;1248
1564;30.10.2023;770
1564;02.11.2023;3759
1564;03.11.2023;1897
1564;05.11.2023;3837
1564;07.11.2023;4905
1564;10.11.2023;3532
1564;14.11.2023;1017
1564;26.11.2023;4841
1564;03.12.2023;5431
1564;13.12.2023;1936
1564;23.12.2023;1155
1564;15.01.2024;3980
1564;23.01.2024;2701
1564;26.01.2024;4564
1564;28.02.2024;566
1564;21.03.2024;2944
1564;31.03.2024;1983
1564;23.04.2024;2040
1564;04.05.2024;3915
1564;16.06.2024;4395
1564;30.06.2024;966
1565;11.09.2023;1243
1565;12.09.2023;4076
1565;15.09.2023;2143
1565;16.09.2023;5337
1565;18.09.2023;4906
1565;20.09.2023;5760
1565;24.09.2023;5604
1565;30.09.2023;3332
1565;07.10.2023;5963
1565;08.10.2023;3375
1565;10.12.2023;3408
1566;23.05.2023;4057
1566;26.05.2023;2550
1566;01.06.2023;4566
1566;23.06.2023;2910
1567;13.10.2023;1015
1567;14.10.2023;4643
1567;16.10.2023;1274
1567;18.10.2023;591
1567;21.10.2023;2360
1567;23.10.2023;709
1567;26.10.2023;2825
1567;30.10.2023;3784
1567;05.11.2023;3512
1567;10.11.2023;4327
1567;11.11.2023;2230
1567;29.11.2023;5534
1567;02.12.2023;1557
1567;04.12.2023;4227
1567;13.12.2023;2163
1567;29.12.2023;5639
1567;08.01.2024;4687
1567;09.02.2024;1213
1567;11.03.2024;4146
1567;16.04.2024;598
1567;05.05.2024;2396
1567;25.05.2024;3726
1567;28.05.2024;3260
1567;01.07.2024;3132
1568;08.04.2024;4580
1568;21.04.2024;1760
1568;22.06.2024;3990
1568;18.09.2024;4222
1569;23.08.2023;5234
1569;26.08.2023;1904
1569;27.08.2023;5406
1569;05.09.2023;5931
1569;15.09.2023;5321
1569;08.10.2023;4671
1569;11.11.2023;5243
1569;23.01.2024;1393
1569;25.05.2024;2718
1570;21.08.2023;3785
1570;23.08.2023;1495
1570;24.08.2023;2136
1570;25.08.2023;5235
1570;26.08.2023;642
1570;27.08.2023;2382
1570;31.08.2023;5527
1570;20.09.2023;1754
1570;23.09.2023;2870
1570;25.09.2023;5139
1570;29.09.2023;5688
1570;07.10.2023;3280
1570;10.11.2023;2315
1570;16.11.2023;3928
1570;21.11.2023;5125
1570;22.11.2023;2281
1570;18.12.2023;3540
1570;04.01.2024;4890
1571;16.06.2024;3690
1571;18.06.2024;4223
1571;19.06.2024;1100
1571;23.06.2024;1639
1571;26.06.2024;2764
1571;27.06.2024;3431
1571;28.06.2024;2262
1571;29.06.2024;4863
1571;30.06.2024;3285
1571;01.07.2024;4530
1571;05.07.2024;4490
1571;07.07.2024;1530
1571;11.07.2024;5966
1571;13.07.2024;4783
1571;16.07.2024;974
1571;24.07.2024;5277
1571;31.07.2024;968
1571;15.08.2024;3837
1571;26.08.2024;2390
1571;07.09.2024;1483
1571;08.09.2024;1495
1571;17.09.2024;4685
1571;22.09.2024;3157
1571;23.09.2024;2443
1571;28.09.2024;5205
1571;23.10.2024;3903
1571;26.10.2024;5819
1571;12.11.2024;5215
1571;13.11.2024;5145
1571;17.11.2024;3753
1571;18.12.2024;3218
1571;24.12.2024;3477
1572;28.02.2023;2764
1572;01.03.2023;2687
1572;02.03.2023;2994
1572;04.03.2023;2449
1572;06.03.2023;3079
1572;07.03.2023;1657
1572;09.03.2023;1843
1572;12.03.2023;783
1572;15.03.2023;592
1572;19.03.2023;2476
1572;20.03.2023;5920
1572;23.03.2023;3888
1572;27.03.2023;5435
1572;29.03.2023;3724
1572;01.04.2023;1468
1572;04.04.2023;3932
1572;21.04.2023;5596
1572;28.04.2023;4196
1572;06.05.2023;3225
1572;08.05.2023;4549
1572;14.05.2023;4579
1572;19.05.2023;517
1572;18.06.2023;1664
1572;05.07.2023;4332
1572;01.08.2023;2231
1572;04.08.2023;2523
1572;26.08.2023;2126
1572;17.09.2023;3096
1573;17.06.2023;850
1573;26.06.2023;2791
1573;11.10.2023;5747
1574;16.03.2023;4810
1574;17.03.2023;2488
1574;18.03.2023;5691
1574;22.03.2023;899
1574;24.03.2023;676
1574;27.03.2023;5421
1574;28.03.2023;1251
1574;29.03.2023;4878
1574;01.04.2023;1612
1574;09.04.2023;940
1574;19.04.2023;5198
1574;23.04.2023;3511
1574;24.04.2023;5443
1574;02.05.2023;1535
1574;03.05.2023;3084
1574;09.05.2023;1873
1574;18.05.2023;1213
1574;20.05.2023;3010
1574;25.05.2023;5947
1574;28.05.2023;2555
1574;29.05.2023;5986
1574;14.07.2023;851
1574;17.07.2023;3633
1574;25.09.2023;1074
1575;24.07.2023;2511
1575;25.07.2023;2553
1575;27.07.2023;4938
1575;28.07.2023;5922
1575;29.07.2023;1225
1575;31.07.2023;5932
1575;01.08.2023;1668
1575;02.08.2023;1286
1575;04.08.2023;572
1575;05.08.2023;5643
1575;06.08.2023;3006
1575;07.08.2023;4148
1575;10.08.2023;840
1575;11.08.2023;5608
1575;16.08.2023;4518
1575;19.08.2023;5011
1575;22.08.2023;4754
1575;27.08.2023;3100
1575;29.08.2023;804
1575;30.08.2023;5895
1575;10.09.2023;5927
1575;13.09.2023;1341
1575;14.09.2023;2013
1575;18.09.2023;3977
1575;22.09.2023;4788
1575;23.09.2023;5304
1575;24.09.2023;5548
1575;28.09.2023;4627
1575;30.09.2023;5156
1575;02.10.2023;3959
1575;05.10.2023;5514
1575;07.10.2023;3124
1575;10.10.2023;3929
1575;13.10.2023;1762
1575;14.10.2023;2533
1575;17.10.2023;4687
1575;03.11.2023;1275
1575;11.11.2023;5791
1575;16.12.2023;865
1575;20.12.2023;4905
1575;25.12.2023;5591
1575;05.01.2024;3661
1575;30.01.2024;5810
1575;10.02.2024;4726
1575;23.04.2024;2221
1576;13.05.2024;1269
1576;14.05.2024;3268
1576;15.05.2024;2606
1576;17.05.2024;4742
1576;19.05.2024;2940
1576;28.05.2024;859
1576;31.05.2024;2315
1576;01.06.2024;4475
1576;03.06.2024;1207
1576;06.06.2024;1275
1576;22.06.2024;3959
1576;24.06.2024;4656
1576;26.06.2024;2894
1576;28.06.2024;1007
1576;29.06.2024;2097
1576;06.07.2024;5857
1576;07.07.2024;4229
1576;21.07.2024;4241
1576;04.08.2024;4685
1576;13.11.2024;3938
1577;15.10.2023;5365
1577;16.10.2023;2904
1577;17.10.2023;4120
1577;19.10.2023;3405
1577;20.10.2023;4441
1577;21.10.2023;2271
1577;24.10.2023;3616
1577;25.10.2023;2529
1577;26.10.2023;1565
1577;27.10.2023;882
1577;29.10.2023;5267
1577;31.10.2023;3713
1577;01.11.2023;5298
1577;03.11.2023;1014
1577;04.11.2023;2982
1577;06.11.2023;5486
1577;08.11.2023;675
1577;11.11.2023;3177
1577;12.11.2023;3037
1577;13.11.2023;1903
1577;18.11.2023;5723
1577;23.11.2023;646
1577;27.11.2023;2707
1577;01.12.2023;1266
1577;02.12.2023;2095
1577;04.12.2023;1937
1577;08.12.2023;5212
1577;12.12.2023;5252
1577;13.12.2023;4366
1577;29.12.2023;2173
1577;31.12.2023;2205
1577;06.01.2024;3941
1577;19.01.2024;1340
1577;24.01.2024;3791
1577;27.01.2024;1998
1577;08.02.2024;4770
1577;10.02.2024;607
1577;11.02.2024;2096
1577;14.02.2024;4035
1577;01.03.2024;5295
1577;31.03.2024;1624
1577;22.05.2024;3512
1577;23.05.2024;5725
1577;20.06.2024;2130
1577;03.10.2024;5618
1578;11.03.2023;5011
1578;12.03.2023;5449
1578;13.03.2023;5762
1578;14.03.2023;3988
1578;15.03.2023;2307
1578;16.03.2023;2552
1578;17.03.2023;2324
1578;18.03.2023;2134
1578;20.03.2023;2460
1578;21.03.2023;4228
1578;23.03.2023;3348
1578;24.03.2023;521
1578;27.03.2023;3657
1578;28.03.2023;1404
1578;30.03.2023;4024
1578;08.04.2023;3560
1578;14.04.2023;3216
1578;20.04.2023;3045
1578;21.04.2023;1124
1578;23.04.2023;1239
1578;28.04.2023;3972
1578;06.05.2023;4803
1578;07.05.2023;4626
1578;09.05.2023;1215
1578;10.05.2023;1811
1578;11.05.2023;2265
1578;20.05.2023;2653
1578;01.06.2023;1455
1578;09.06.2023;3150
1578;10.06.2023;3094
1578;13.06.2023;5296
1578;28.09.2023;3490
1579;24.01.2024;1228
1579;25.01.2024;1203
1579;26.01.2024;2821
1579;28.01.2024;3533
1579;29.01.2024;2328
1579;01.02.2024;3220
1579;02.02.2024;4418
1579;03.02.2024;5962
1579;04.02.2024;4033
1579;05.02.2024;3056
1579;06.02.2024;4547
1579;16.02.2024;618
1579;23.02.2024;5830
1579;26.02.2024;2491
1579;02.03.2024;2857
1579;06.03.2024;4970
1579;07.03.2024;3907
1579;08.03.2024;1664
1579;13.03.2024;4752
1579;15.03.2024;5686
1579;18.03.2024;749
1579;02.04.2024;1231
1579;11.04.2024;5785
1579;18.04.2024;2680
1579;27.05.2024;4281
1579;29.05.2024;1682
1579;04.06.2024;3527
1579;08.06.2024;3997
1579;11.06.2024;1363
1579;26.06.2024;5530
1579;05.07.2024;764
1579;06.07.2024;3026
1579;28.07.2024;3337
1579;03.11.2024;781
1580;25.03.2024;748
1580;29.03.2024;5183
1580;30.03.2024;1609
1580;26.04.2024;4147
1580;27.04.2024;4082
1580;02.05.2024;1471
1580;03.05.2024;2538
1580;04.05.2024;5220
1580;05.05.2024;1445
1580;07.05.2024;1314
1580;11.05.2024;3719
1580;15.05.2024;2119
1580;25.05.2024;4768
1580;06.06.2024;1522
1580;28.06.2024;2700
1580;24.07.2024;4505
1580;08.09.2024;5557
1581;15.07.2023;2604
1581;16.07.2023;5235
1581;17.07.2023;4583
1581;19.07.2023;958
1581;20.07.2023;3001
1581;21.07.2023;5877
1581;22.07.2023;5318
1581;23.07.2023;2770
1581;24.07.2023;3658
1581;25.07.2023;2584
1581;26.07.2023;5419
1581;28.07.2023;3501
1581;30.07.2023;5375
1581;02.08.2023;3522
1581;07.08.2023;4825
1581;11.08.2023;795
1581;12.08.2023;4143
1581;15.08.2023;2710
1581;18.08.2023;5133
1581;21.08.2023;4926
1581;22.08.2023;3838
1581;25.08.2023;5017
1581;29.08.2023;3702
1581;05.09.2023;2535
1581;06.09.2023;4274
1581;09.09.2023;4750
1581;12.09.2023;4868
1581;14.09.2023;5451
1581;15.09.2023;5192
1581;05.10.2023;3016
1581;19.10.2023;4290
1581;26.10.2023;4406
1581;27.10.2023;4746
1581;29.10.2023;4638
1581;01.11.2023;4905
1581;03.11.2023;585
1581;11.11.2023;867
1581;24.12.2023;2298
1581;05.01.2024;2174
1581;08.01.2024;3923
1581;18.01.2024;3694
1581;26.01.2024;4082
1581;29.01.2024;5764
1581;02.02.2024;1718
1581;20.02.2024;5089
1581;02.04.2024;2273
1582;29.05.2024;2866
1582;30.05.2024;2057
1582;31.05.2024;3386
1582;01.06.2024;5705
1582;03.06.2024;2809
1582;04.06.2024;4534
1582;06.06.2024;2321
1582;07.06.2024;1967
1582;09.06.2024;1839
1582;10.06.2024;4357
1582;11.06.2024;1999
1582;12.06.2024;2153
1582;14.06.2024;1084
1582;16.06.2024;2629
1582;19.06.2024;4246
1582;20.06.2024;4685
1582;22.06.2024;5274
1582;23.06.2024;1546
1582;27.06.2024;2148
1582;28.06.2024;5488
1582;29.06.2024;3725
1582;01.07.2024;1022
1582;04.07.2024;1767
1582;05.07.2024;5497
1582;06.07.2024;3108
1582;08.07.2024;2560
1582;22.07.2024;2866
1582;26.07.2024;3266
1582;30.07.2024;4365
1582;04.08.2024;1317
1582;11.08.2024;4832
1582;23.08.2024;4068
1582;29.08.2024;4142
1582;12.09.2024;3384
1582;16.09.2024;1459
1582;20.09.2024;3241
1582;24.09.2024;5040
1582;06.10.2024;1412
1582;12.10.2024;1028
1582;16.10.2024;3329
1582;26.10.2024;825
1582;29.10.2024;2592
1582;21.12.2024;5134
1582;17.02.2025;620
1583;08.01.2024;1235
1583;09.01.2024;3155
1583;12.01.2024;2666
1583;13.01.2024;2201
1583;14.01.2024;1542
1583;20.01.2024;1247
1583;25.01.2024;2596
1583;26.01.2024;3240
1583;29.01.2024;2533
1583;16.02.2024;5742
1583;22.02.2024;3110
1583;19.03.2024;4890
1583;18.05.2024;526
1583;05.06.2024;1254
1583;29.06.2024;2997
1583;20.08.2024;2236
1583;01.10.2024;5262
1584;26.06.2024;5750
1584;27.06.2024;4335
1584;28.06.2024;3583
1584;29.06.2024;4707
1584;30.06.2024;4388
1584;01.07.2024;847
1584;03.07.2024;3040
1584;04.07.2024;5755
1584;05.07.2024;2779
1584;09.07.2024;760
1584;11.07.2024;3018
1584;15.07.2024;1825
1584;16.07.2024;1515
1584;18.07.2024;5713
1584;21.07.2024;3929
1584;22.07.2024;2228
1584;23.07.2024;3736
1584;24.07.2024;4678
1584;05.08.2024;4269
1584;09.08.2024;1931
1584;18.08.2024;3575
1584;20.08.2024;1831
1584;24.08.2024;2720
1584;27.08.2024;2143
1584;31.08.2024;5173
1584;03.09.2024;5924
1584;05.09.2024;4545
1584;06.09.2024;4818
1584;07.09.2024;2152
